,index,sentence,label
1827,83,"['ولم', 'يعد', 'الكثير', 'من', 'الذين', 'فروا', 'بينما', 'التجأ', 'آخرون', 'خلال', 'الليل', 'إلى', 'الطوابق', 'العليا', 'من', 'مسجد', 'بغنداران']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
1828,2493,"['2', '-', 'لحظة', 'غروب', 'الشمس', 'في', 'موقع', 'الرصد', 'والتحري', '(', 'في', 'مكة', 'المكرمة', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
1829,1803,"['كان', 'يقطن', 'بلاد', 'البلقان', '،', 'شبه', 'الجزيرة', 'الإيطاليّة', '،', 'جنوب', 'فرنسا', '،', 'و', 'شبه', 'الجزيرة', 'الإسبانيّة', '،', 'كانت', 'هذه', 'السلالة', 'تشكل', 'طريدة', 'مميزة', 'للصيادين', 'الرومان', 'و', 'اليونان', 'و', 'المقدونييّن']","['O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
1830,3652,"['واعتبر', 'تقرير', 'صادر', 'عن', 'المنتدى', 'أن', 'زيادة', 'الاستثمار', 'في', 'رأس', 'المال', 'البشري', 'ستساعد', 'المنطقة', 'الغنية', 'بالنفط', 'على', 'تنويع', 'اقتصادياتها', 'وتحسين', 'آفاقها', 'من', 'حيث', 'قدراتها', 'التنافسية']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1831,3794,"['وقال', 'البدري', 'مدير', 'الكرة', 'إن', 'حالة', 'بركات', 'مطمئنة', 'وأصبح', 'جاهزا', 'للمشاركة', 'في', 'المباريات', 'المقبلة']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1832,1231,"['لهذا', 'نجد', 'أن', 'القبائل', 'البدوية', 'في', 'صحراء', 'المغرب', 'البري', 'جبلت', 'بنفس', 'ما', 'جبلت', 'عليه', 'القبائل', 'المشرقية', 'من', 'أعراف', 'قبلية', 'وكانت', 'الجزيرة', 'العربية', 'مقسمة', 'إلي', 'ثلاثة', 'أقاليم', 'رئيسية', 'وهي', ':', '-', 'بلاد', 'الحجر', 'العربية', 'وتقع', 'بشمال', 'شرق', 'الجزيرة', 'وتقع', 'بين', 'فلسطين', 'و', 'شرق', 'البحر', 'الأحمر', 'وكان', 'يطلق', 'عليها', 'البتراء', 'وهي', 'تقع', 'حاليا', 'في', 'الأردن']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC']"
1833,1978,"['>', 'كم', 'عملاً', 'في', 'مشوارك', 'الفني', '؟', 'ـ', 'شاركت', 'في', '7', 'مسلسلات', 'خليجية', '،', 'ابرزها', '«', 'الدنيا', 'لحظة', '»', '،', '«', 'حكم', 'البشر', '»', '،', '«', 'ضرب', 'المحبة', '»', '،', 'و', '«', 'نورا', '»']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O']"
1834,3250,"['وقالت', 'الشرطة', 'إن', 'الأشخاص', 'ال', 'ـ', '14', 'اعتقلوا', 'بعد', 'أشهر', 'من', 'المراقبة', '""', 'للاشتباه', 'في', 'قيامهم', 'وتحضيرهم', 'وتحريضهم', 'على', 'أعمال', 'إرهابية', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1835,512,"['ثم', 'خرج', 'من', 'المدينة', 'النبوية', 'بجيشه', 'واستخلف', 'عليها', 'أبا', 'هريرة']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-PERS', 'I-PERS']"
1836,2666,['ب'],['O']
1837,301,"['وأصبحت', 'اليونانية', 'لغة', 'الدواوين', 'والتجارة']","['O', 'O', 'O', 'O', 'O']"
1838,494,"['ولد', 'في', '13', 'رجب', 'بمكة', ',', 'وهو', 'ابن', 'عم', 'محمد', 'بن', 'عبدالله', 'رسول', 'الإسلام', 'وصهره', 'على', 'ابنته', 'فاطمة', 'ووالد', 'الحسن', 'والحسين', '،', 'أمه', 'فاطمة', 'بنت', 'أسد', 'وهي', 'هاشمية']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'B-PERS', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O']"
1839,3951,"['وبعد', 'فشل', 'الاجتماع', 'التنسيقي', 'تحت', 'اشراف', 'الامم', 'المتحدة', 'في', 'الناقورة', 'أمس', 'لم', 'يتم', 'تحديد', 'موعد', 'لاجتماع', 'آخر', 'لتحديد', 'جدول', 'الانسحاب']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1840,1868,"['ومن', 'اصل', 'عدد', 'السكان', 'البالغ', '70', 'مليون', 'نسمة', '،', 'يتوجه', 'مليون', 'شخص', 'فقط', 'سنويا', 'الى', 'الجزيرة', 'بينما', 'يندر', 'قدوم', 'الاجانب']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1841,2438,"['بلغاريا', 'كما', 'اعلن', 'رئيس', 'الوزراء', 'البلغاري', 'سيرغي', 'ستانيشيف', 'ان', 'بلغاريا', '«', 'مستعدة', '»', 'لارسال', 'جنود', 'الى', 'لبنان', 'في', 'اطار', 'عملية', 'حفظ', 'السلام', 'شرط', 'ان', 'تحدد', 'الامم', 'المتحدة', 'بوضوح', 'مهمتهم']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
1842,2818,"['اشعر', 'الان', 'ان', 'قلبي', 'ينبض', 'ويخفق', 'بالحب', 'والعاطفة', 'الحقيقية']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1843,3913,"['المجموعة', 'الثامنة', 'ايك', 'اثينا', '(', 'اليونان', ')', '-', 'اندرلخت', '(', 'بلجيكا', ')', '1', '-', '1']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'I-ORG', 'O', 'O', 'O', 'O']"
1844,2684,"['كما', 'تركز', 'المباحثات', 'على', 'التطورات', 'التي', 'تشهدها', 'منطقة', 'الشرق', 'الاوسط', 'والجهود', 'الدولية', 'المبذولة', 'لاعادة', 'الامن', 'والاستقرار', 'الى', 'المنطقة', 'اضافة', 'الى', 'عدد', 'من', 'القضايا', 'التي', 'تهم', 'العالم', 'الاسلامي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1845,2505,"['وفي', 'حالة', 'تطبيقه', 'لهذين', 'الشرطين', 'معاً', 'سوف', 'تتطابق', 'حساباته', 'مع', 'تقويم', 'ام', 'القرى']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
1846,3738,"['الخرطوم', 'ـ', 'عبدالواحد', 'لبيني', 'ـ', 'نيويورك', 'ـ', 'وكالات', 'الأنباء', ':', 'أعلنت', 'الأمم', 'المتحدة', 'أنها', 'سترسل105', 'من', 'الضباط', 'والخبراء', 'العسكريين', 'لدعم', 'مهمة', 'قوات', 'الاتحاد', 'الافريقي', 'في', 'دارفور']","['B-LOC', 'O', 'B-PERS', 'I-PERS', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
1847,323,"['وكانت', 'قبائل', 'سونينك', 'ومادينكا', '(', 'أو', 'منديجو', 'أو', 'مالينك', ')', 'قد', 'إنفصلت', 'عن', 'غانا', 'عام', '1230', 'حيث', 'قام', 'قائد', 'ماندينكا', 'ساندياتا', 'كيتا', ',', 'بتكوين', 'إتحاد', 'للقبائل', 'في', 'الوادي', 'الخصيب', 'باعالي', 'نهر', 'النيجر', 'وجعل', 'جيرانه', 'تحت', 'سيطرته', 'مؤسسا', 'إمبراطورية', 'مالي', 'وكانت', 'اكبر', 'من', 'مملكة', 'غانا']","['O', 'O', 'B-ORG', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC']"
1848,1571,"['وفي', 'مقارنة', 'بين', 'خطابي', 'الاسد', 'وامين', 'عام', 'حزب', 'الله', 'السيد', 'حسن', 'نصر', 'الله', 'لفتت', 'الى', 'ان', 'الكلمة', 'التي', 'وجهها', 'نصرالله', 'مساء', 'الاثنين', 'تميزت', '""', 'بروح', 'التسامح', 'والدعوة', 'الى', 'الوحدة', 'والتحذير', 'من', 'المخاطر', '""']","['O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1849,950,"['واعلنت', 'وزيرة', 'الدفاع', 'الفرنسية', 'ميشال', 'اليو', '-', 'ماري', 'السبت', 'ان', 'بلادها', 'ستشارك', 'في', 'قوة', 'دولية', 'لحفظ', 'السلام', 'في', 'لبنان']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
1850,3081,"['وهذا', 'بالطبع', 'إذا', 'كانوا', 'يهتمون', 'بالعدالة', 'وآمل', 'أن', 'يكونوا', 'كذلك', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1851,2201,"['الأستاذ', 'محمد', 'السعدي', 'يصف', 'معرض', 'طهران', 'للكتاب', 'بأنه', 'منذ', 'تأسيسه', 'شكل', 'ظاهرة', 'ثقافية', 'كبرى', 'في', 'إيران', 'والمنطقة', 'وقد', 'سجل', 'أرقاما', 'قياسية', 'من', 'المشاركة', 'والمعروض', 'من', 'الكتب', '،', 'وخاصة', 'في', 'القسم', 'العربي', '،', 'إذا', 'اخذنا', 'بعين', 'الاعتبار', 'أن', 'إيران', 'بلد', 'غير', 'عربي', '،', 'ويشارك', 'في', 'المعرض', 'عدد', 'كبير', 'من', 'الناشرين', 'العرب']","['O', 'B-PERS', 'I-PERS', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1852,3471,"['وعزا', 'عبد', 'الله', 'خسارة', 'جابر', 'إلى', 'عدم', 'استعداده', 'الجيد', 'لبطولة', 'العالم', '،', 'قائلا', 'إنه', 'يبقى', 'مرشحا', 'للفوز', 'بميدالية', 'في', 'أولمبياد', 'بكين', 'مع', 'عبد', 'الفتاح', '،', 'علما', 'بأن', 'كلا', 'منهما', 'فاز', 'بميدالية', 'فضية', 'في', 'بطولة', 'العالم', '2002']","['O', 'B-PERS', 'I-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC']"
1853,2673,"['ولكنني', 'اعرف', 'ان', 'المباراة', 'التالية', 'ستكون', 'اكثر', 'تعقيدا', 'لأنها', 'مباراتنا', 'الاولى', 'خارج', 'ارضنا', ""'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1854,792,"['*', '«', 'إل', 'جي', '»', 'تطرح', 'أنحف', 'جوال', 'في', 'العالم', '>', 'طرحت', 'شركة', '«', 'إل', 'جي', 'الكترونكس', '»', 'في', 'جدة', '،', 'أنحف', 'هاتف', 'جوال', 'في', 'العالم', '(', 'الهاتف', 'الكارت', ')', '،', 'وهو', 'موديل', '«', 'كي', 'جي', '320', '»', 'المصمم', 'بشكل', 'خاص', 'لرجال', 'الاعمال', 'والباحثين', 'عن', 'التميز', '،', 'اذ', 'لا', 'يتجاوز', 'وزنه', '73', 'غراما', 'وهو', 'مزود', 'بكاميرا', 'بقوة', '1.3', 'ميجابكسل', 'وذاكرة', 'بحجم', '128', 'ميجابايت', '،', 'مع', 'امكانيات', 'فائقة', 'من', 'الـ', '«', 'ملتيميديا', '»', '،', 'مما', 'يجعله', 'مكتبا', 'متحركا', 'لرجل', 'الاعمال']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1855,1335,"['ويبحث', 'المشاركون', 'في', 'الاجتماعات', 'التي', 'ستعقد', 'في', 'مركز', 'الملك', 'الحسين', 'بن', 'طلال', 'للمؤتمرات', 'في', 'منطقة', 'البحر', 'الميت', 'آليات', 'تنفيذ', 'الأولويات', 'الوطنية', 'التي', 'اتفق', 'المشاركون', 'عليها', 'في', 'الاجتماع', 'التمهيدي', 'للملتقى', 'الذي', 'عقد', 'في', 'الثاني', 'عشر', 'من', 'الشهر', 'الحالي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1856,4012,"['أنان', 'يستعد', 'لترك', 'منصبه', 'نهاية', 'العام', 'الحالي', '(', 'الفرنسية', ')', 'تقدم', 'وزير', 'خارجية', 'كوريا', 'الجنوبية', 'بان', 'كي', 'مون', 'على', 'باقي', 'المرشحين', 'الستة', 'لمنصب', 'الأمين', 'العام', 'للأمم', 'المتحدة', 'خلفا', 'لكوفي', 'أنان', 'في', 'اقتراع', 'غير', 'رسمي', 'في', 'مجلس', 'الأمن', 'الدولي']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']"
1857,2781,"['من', 'جهته', 'قال', 'المحلل', 'المالي', 'وضاح', 'الطه', 'ان', 'ان', 'سلوك', 'الاسواق', 'خلال', 'جلسة', 'امس', 'كان', 'متوقعا', 'ويعد', 'جزء', 'من', 'حركة', 'السوق', 'مؤكدا', 'ان', 'حركات', 'الارتفاع', 'والانخفاض', 'اخذت', 'منحى', 'اكثر', 'استقرارا', '،', 'واشار', 'الى', 'ان', 'القرارات', 'الاستثمارية', 'اصبحت', 'اكثر', 'نضجا', 'موضحا', 'ان', 'بعض', 'كبار', 'المستثمرين', 'ما', 'زالوا', 'ينفذون', 'عمليات', 'تجميع', 'على', 'بعض', 'الاسهم', 'القيادية', 'عند', 'مستويات', 'سعرية', 'معينة', 'تمكنهم', 'من', 'تعويض', 'خسائر', 'ماضية']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1858,2922,"['وفور', 'انتهاء', 'الحرب', 'تقدم', 'عدد', 'من', 'العسكريين', 'بعريضة', 'طالبوا', 'فيها', 'بالتحقيق', 'بنتائج', 'الحرب', '،', 'وحملوا', 'قيادة', 'الجيش', 'نتائج', 'الهزيمة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1859,2235,"['صناعة', 'أشرعة', 'السفن', 'ليست', 'سوى', 'قليل', 'جدا', 'مما', 'يشتغل', 'به', 'أهالي', '""', 'الأرض', 'الجديدة', '""', 'التي', 'أخذتها', 'بريطانيا', 'من', 'الصين', 'قسرا', 'بعقد', 'إيجار', 'رمزي', 'لمدة', '99', 'سنة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1860,3112,"['وقال', 'الدكتور', 'ناصر', 'معرفية', 'الرئيس', 'التنفيذي', 'لكيوتل', '""', 'يسرنا', 'ويزيد', 'من', 'فخرنا', 'واعتزازنا', 'أن', 'نعقد', 'هذا', 'المؤتمر', 'في', 'الدوحة', 'خاصة', 'في', 'وقت', 'تزداد', 'فيه', 'آفاق', 'كيوتل', 'للنمو', 'والتوسع', 'في', 'المنطقة', 'وتأمل', 'فيه', 'الشركة', 'في', 'احتلال', 'دور', 'القيادة', 'لهذا', 'السوق', '""']","['O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1861,2390,"['وقد', 'خلقت', 'هذه', 'العملية', 'العدوانية', '،', 'التي', 'ترافقت', 'مع', 'مجيء', 'بعثة', 'الامم', 'المتحدة', 'الى', 'لبنان', 'في', 'مهمة', 'تمهد', 'لجولة', 'الامين', 'العام', 'كوفي', 'انان', 'في', 'المنطقة', 'خلال', 'اسبوع', 'اوعشرة', 'ايام', '،', 'اجواء', 'متوترة', 'للغاية', 'طرحت', 'علامات', 'استفهام', 'جدية', 'حول', 'وقفت', 'النار', 'ومصيره', '،', 'لا', 'سيما', 'ان', 'اسرائيل', 'قامت', 'في', 'الثماني', 'والاربعين', 'ساعة', 'التي', 'سبقت', 'عملية', 'الانزال', 'بطلعات', 'جوية', 'مكثفة', 'فوق', 'مختلف', 'المناطق', 'اللبنانية', 'توحي', 'بنية', 'العدو', 'القيام', 'بمزيد', 'من', 'الاعتداءات']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1862,3746,"['ومن', 'ناحية', 'أخري', ',', 'بدأ', 'وزير', 'الدفاع', 'السوداني', 'الفريق', 'عبدالرحيم', 'محمد', 'حسين', 'جولة', 'تشمل', 'الأردن', 'وسوريا', ',', 'ينقل', 'خلالها', 'رسائل', 'شخصية', 'من', 'الرئيس', 'السوداني', 'عمر', 'حسن', 'البشير', 'الي', 'كل', 'من', 'الملك', 'عبدالله', 'والرئيس', 'بشار', 'الأسد', 'حول', 'الأوضاع', 'في', 'السودان', ',', 'وموقفه', 'من', 'قرار', 'مجلس', 'الأمن', 'رقم1706', 'وتداعياته', 'والدور', 'العربي', 'المنتظر', 'حياله']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
1863,1702,"['في', 'الجو', 'الوطني', 'المفرط', 'لما', 'بعد', '11', 'سبتمبر', '،', 'كان', 'ثمن', 'هذه', 'المواقف', 'التي', 'اتخذها', 'شومسكي', 'تهجمات', 'حادة', '،', 'حيث', 'اتهم', '،', 'بالبحث', 'عن', 'مبررات', 'لل', '»', 'إرهاب', '«', 'وبأنه', '»', 'زعيم', 'الحقد', 'على', 'أمريكا', '«']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
1864,3924,"['هذا', 'ويقدم', 'أيضا', 'الفنان', 'حجاج', 'عبد', 'العظيم', 'برنامجا', 'تليفزيونيا', 'على']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O']"
1865,3628,"['-', 'الكوكب', 'المراكشي', '-', 'حسنية', 'أكادير']","['O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG']"
1866,3509,"['وتسعى', 'الصين', 'للتوسع', 'في', 'استخدام', 'الغاز', 'الطبيعي', 'لتقليل', 'الاعتماد', 'على', 'النفط', 'والفحم']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1867,4028,"['وحتى', 'الآن', 'لم', 'تكن', 'تنشط', 'بالمناطق', 'الشرقية', 'سوى', 'قوات', 'التحالف', 'الدولي', 'الذي', 'تقوده', 'الولايات', 'المتحدة', 'فيما', 'يسمى', 'عملية', 'الحرية', 'الدائمة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']"
1868,1531,"['لقد', 'كان', 'غورباتشوف', 'إصلاحياً', 'حاول', 'إصلاح', 'نظام', 'غير', 'قابل', 'للإصلاح']","['O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1869,2035,"['روضة', 'ابن', 'أبي', 'وقاص', 'يقع', 'ضريح', 'الصحابي', 'الجليل', 'سعد', 'بن', 'أبي', 'وقاص', 'أو', '(', 'روضة', 'أبي', 'وقاص', ')', 'كما', 'تذهب', 'المصادر', 'الإسلامية', 'الصينية', 'والروايات', 'الشفهية', 'وسط', 'مسلمي', 'الصين', 'في', 'تل', 'قويهوا', 'قانغ', 'مقابل', 'حديقة', 'يوى', 'شوي', 'في', 'شارع', 'حي', 'فانغ', 'يي', 'حيث', 'يرقد', 'الضريح', 'المشهور', 'في', 'أعلى', 'قمة', 'تل', ',', 'ويقود', 'إليه', 'ممر', 'ضيق', 'طويل', 'ومعبّد', 'وسط', 'المروج', 'الخضراء', 'ليواجهك', 'في', 'نهاية', 'مدخل', 'المدافن', 'الإسلامية', 'الفخمة', 'التي', 'يتوسطها', 'الضريح']","['O', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1870,2869,"['كما', 'سبق', 'أن', 'استغنى', 'عن', 'كتابة', 'الأعمال', 'الفرعونية', 'التي', 'خطط', 'لها', 'في', 'بداية', 'مشواره', 'الأدبي', '،', 'مشيرا', 'إلى', 'أن', 'شرط', 'الكتابة', 'ألا', 'تكون', 'جيدة', 'فقط', 'بقدر', 'ما', 'تكون', 'ضرورية']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
